age, workclass, fnlgwt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, decision
<=37, Local-gov,<=178356, HS-grad,<=10, Never-married, Protective-serv, Not-in-family, Black, Male,>0,<=0,<=40, United-States, <=50K
>37, Private,>178356, 5th-6th,<=10, Widowed, Other-service, Not-in-family, Black, Female,<=0,<=0,<=40, United-States, <=50K
>37, Local-gov,>178356, HS-grad,<=10, Married-civ-spouse, Exec-managerial, Husband, White, Male,>0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Bachelors,>10, Never-married, Sales, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Self-emp-not-inc,<=178356, Bachelors,>10, Married-civ-spouse, Transport-moving, Husband, White, Male,<=0,<=0,<=40, United-States, >50K
>37, Self-emp-not-inc,>178356, HS-grad,<=10, Divorced, Craft-repair, Not-in-family, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Bachelors,>10, Married-civ-spouse, Exec-managerial, Husband, White, Male,<=0,>0,>40, United-States, >50K
<=37, Private,>178356, 10th,<=10, Never-married, Adm-clerical, Not-in-family, Black, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Assoc-voc,>10, Never-married, Craft-repair, Other-relative, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Some-college,<=10, Never-married, Sales, Other-relative, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, ?,>178356, Some-college,<=10, Never-married, ?, Own-child, White, Male,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, Some-college,<=10, Married-civ-spouse, Craft-repair, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, State-gov,<=178356, Some-college,<=10, Never-married, Adm-clerical, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, State-gov,>178356, Bachelors,>10, Married-civ-spouse, Prof-specialty, Husband, White, Male,<=0,<=0,<=40, United-States, >50K
<=37, ?,<=178356, HS-grad,<=10, Married-civ-spouse, ?, Wife, Black, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, Bachelors,>10, Married-civ-spouse, Exec-managerial, Husband, White, Male,<=0,>0,<=40, United-States, >50K
<=37, Private,<=178356, Some-college,<=10, Never-married, Tech-support, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Some-college,<=10, Never-married, Sales, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, HS-grad,<=10, Never-married, Machine-op-inspct, Not-in-family, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Doctorate,>10, Divorced, Prof-specialty, Not-in-family, White, Female,<=0,<=0,>40, United-States, >50K
>37, Private,<=178356, Bachelors,>10, Married-civ-spouse, Exec-managerial, Husband, White, Male,<=0,<=0,<=40, ?, >50K
<=37, Private,<=178356, Bachelors,>10, Married-civ-spouse, Exec-managerial, Husband, White, Male,<=0,<=0,>40, United-States, >50K
>37, Self-emp-not-inc,>178356, 1st-4th,<=10, Widowed, Sales, Other-relative, White, Male,<=0,<=0,>40, Mexico, <=50K
>37, Private,<=178356, Some-college,<=10, Divorced, Exec-managerial, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Bachelors,>10, Never-married, Sales, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Self-emp-not-inc,>178356, Assoc-acdm,>10, Divorced, Adm-clerical, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, HS-grad,<=10, Never-married, Adm-clerical, Not-in-family, White, Male,<=0,<=0,<=40, United-States, <=50K
>37, Federal-gov,>178356, HS-grad,<=10, Never-married, Adm-clerical, Unmarried, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, HS-grad,<=10, Divorced, Transport-moving, Own-child, Black, Male,<=0,<=0,<=40, United-States, <=50K
>37, ?,<=178356, HS-grad,<=10, Married-civ-spouse, ?, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, HS-grad,<=10, Never-married, Other-service, Own-child, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, 11th,<=10, Never-married, Machine-op-inspct, Unmarried, White, Male,>0,<=0,>40, United-States, <=50K
<=37, Private,>178356, Some-college,<=10, Never-married, Protective-serv, Own-child, White, Male,<=0,<=0,>40, United-States, <=50K
>37, Private,<=178356, Assoc-acdm,>10, Married-civ-spouse, Exec-managerial, Husband, White, Male,<=0,<=0,>40, United-States, <=50K
<=37, Private,>178356, HS-grad,<=10, Never-married, Machine-op-inspct, Not-in-family, White, Male,<=0,<=0,>40, United-States, <=50K
>37, Private,<=178356, HS-grad,<=10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,<=0,<=0,>40, United-States, <=50K
>37, Self-emp-inc,<=178356, Prof-school,>10, Married-civ-spouse, Exec-managerial, Wife, White, Female,<=0,>0,>40, United-States, >50K
>37, Self-emp-inc,<=178356, Some-college,<=10, Married-civ-spouse, Exec-managerial, Husband, White, Male,>0,<=0,>40, United-States, >50K
>37, Private,>178356, 7th-8th,<=10, Separated, Priv-house-serv, Unmarried, Black, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, 10th,<=10, Married-civ-spouse, Craft-repair, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, Some-college,<=10, Divorced, Adm-clerical, Not-in-family, Black, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Bachelors,>10, Never-married, Prof-specialty, Unmarried, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, ?,>178356, Masters,>10, Never-married, ?, Not-in-family, White, Female,<=0,<=0,<=40, Canada, <=50K
<=37, Private,>178356, Bachelors,>10, Never-married, Prof-specialty, Unmarried, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, State-gov,<=178356, Masters,>10, Never-married, Prof-specialty, Not-in-family, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Self-emp-not-inc,<=178356, HS-grad,<=10, Married-civ-spouse, Farming-fishing, Husband, White, Male,<=0,<=0,>40, United-States, <=50K
>37, Private,>178356, HS-grad,<=10, Divorced, Adm-clerical, Unmarried, White, Female,<=0,<=0,<=40, United-States, >50K
>37, Private,>178356, Some-college,<=10, Married-civ-spouse, Prof-specialty, Husband, White, Male,>0,<=0,>40, United-States, >50K
<=37, Private,>178356, Some-college,<=10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, HS-grad,<=10, Divorced, Handlers-cleaners, Not-in-family, Black, Male,<=0,<=0,<=40, United-States, <=50K
>37, Federal-gov,>178356, Some-college,<=10, Married-civ-spouse, Prof-specialty, Husband, White, Male,<=0,<=0,<=40, United-States, >50K
>37, Private,<=178356, Masters,>10, Divorced, Protective-serv, Unmarried, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Local-gov,<=178356, Bachelors,>10, Married-civ-spouse, Prof-specialty, Husband, White, Male,<=0,<=0,>40, United-States, <=50K
<=37, Private,>178356, Bachelors,>10, Never-married, Other-service, Not-in-family, Black, Female,<=0,<=0,<=40, Jamaica, <=50K
<=37, Federal-gov,<=178356, Bachelors,>10, Married-AF-spouse, Prof-specialty, Husband, White, Male,<=0,<=0,>40, United-States, >50K
<=37, Self-emp-not-inc,<=178356, HS-grad,<=10, Never-married, Farming-fishing, Not-in-family, White, Male,<=0,<=0,>40, United-States, >50K
>37, Private,>178356, HS-grad,<=10, Divorced, Machine-op-inspct, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,>178356, Bachelors,>10, Divorced, Sales, Unmarried, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, 10th,<=10, Divorced, Handlers-cleaners, Not-in-family, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Prof-school,>10, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,<=0,<=0,<=40, India, <=50K
>37, Self-emp-inc,>178356, Assoc-voc,>10, Never-married, Adm-clerical, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Assoc-voc,>10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,>0,<=0,<=40, Vietnam, <=50K
>37, Private,<=178356, HS-grad,<=10, Never-married, Adm-clerical, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Bachelors,>10, Married-civ-spouse, Sales, Husband, White, Male,>0,<=0,>40, United-States, >50K
<=37, Self-emp-inc,<=178356, Bachelors,>10, Married-civ-spouse, Sales, Husband, White, Male,>0,<=0,>40, United-States, >50K
<=37, Private,>178356, Bachelors,>10, Divorced, Exec-managerial, Not-in-family, White, Male,<=0,<=0,>40, United-States, <=50K
<=37, Private,>178356, Bachelors,>10, Married-civ-spouse, Exec-managerial, Husband, White, Male,>0,<=0,>40, United-States, >50K
<=37, Private,>178356, Some-college,<=10, Never-married, Adm-clerical, Own-child, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Self-emp-not-inc,>178356, 9th,<=10, Married-civ-spouse, Craft-repair, Husband, White, Male,<=0,<=0,>40, United-States, <=50K
>37, Private,<=178356, Assoc-acdm,>10, Never-married, Prof-specialty, Unmarried, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Self-emp-inc,>178356, Bachelors,>10, Divorced, Exec-managerial, Unmarried, White, Male,<=0,<=0,>40, United-States, >50K
<=37, Private,>178356, HS-grad,<=10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, HS-grad,<=10, Married-civ-spouse, Sales, Husband, White, Male,<=0,<=0,<=40, United-States, >50K
<=37, Private,>178356, 11th,<=10, Married-civ-spouse, Adm-clerical, Wife, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, State-gov,<=178356, Some-college,<=10, Divorced, Prof-specialty, Unmarried, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,>178356, Some-college,<=10, Married-civ-spouse, Exec-managerial, Husband, White, Male,<=0,<=0,<=40, Puerto-Rico, <=50K
>37, Private,<=178356, HS-grad,<=10, Divorced, Machine-op-inspct, Unmarried, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, State-gov,>178356, Assoc-voc,>10, Married-civ-spouse, Prof-specialty, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
>37, Private,>178356, Assoc-voc,>10, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, HS-grad,<=10, Never-married, Transport-moving, Own-child, White, Male,<=0,<=0,>40, United-States, <=50K
>37, Private,<=178356, HS-grad,<=10, Separated, Craft-repair, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Some-college,<=10, Never-married, Prof-specialty, Not-in-family, White, Female,<=0,<=0,<=40, United-States, >50K
>37, Private,<=178356, HS-grad,<=10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,<=0,<=0,<=40, United-States, >50K
>37, Self-emp-inc,<=178356, Bachelors,>10, Married-civ-spouse, Exec-managerial, Husband, White, Male,<=0,<=0,>40, United-States, >50K
>37, Private,<=178356, 11th,<=10, Married-civ-spouse, Other-service, Wife, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,>178356, Assoc-voc,>10, Married-civ-spouse, Transport-moving, Husband, White, Male,>0,<=0,>40, United-States, >50K
>37, State-gov,>178356, Some-college,<=10, Divorced, Adm-clerical, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,>178356, Some-college,<=10, Married-civ-spouse, Exec-managerial, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Federal-gov,<=178356, Some-college,<=10, Never-married, Prof-specialty, Not-in-family, White, Female,<=0,>0,<=40, United-States, <=50K
<=37, Private,<=178356, Some-college,<=10, Married-civ-spouse, Tech-support, Wife, White, Female,>0,<=0,<=40, United-States, <=50K
>37, ?,>178356, Prof-school,>10, Married-civ-spouse, ?, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, Assoc-acdm,>10, Married-civ-spouse, Sales, Husband, White, Male,>0,<=0,<=40, United-States, >50K
>37, Private,<=178356, Bachelors,>10, Divorced, Exec-managerial, Unmarried, White, Male,>0,<=0,>40, United-States, >50K
<=37, Private,<=178356, HS-grad,<=10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Some-college,<=10, Never-married, Adm-clerical, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,>178356, 7th-8th,<=10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,>0,<=0,>40, Mexico, <=50K
>37, Private,<=178356, Some-college,<=10, Married-civ-spouse, Sales, Husband, White, Male,<=0,<=0,>40, United-States, >50K
<=37, Private,>178356, HS-grad,<=10, Never-married, Handlers-cleaners, Own-child, White, Female,<=0,<=0,>40, United-States, <=50K
<=37, Private,<=178356, Some-college,<=10, Divorced, Prof-specialty, Unmarried, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Local-gov,<=178356, Masters,>10, Never-married, Prof-specialty, Not-in-family, White, Female,<=0,<=0,>40, United-States, <=50K
<=37, Self-emp-not-inc,<=178356, HS-grad,<=10, Married-civ-spouse, Transport-moving, Husband, White, Male,<=0,<=0,>40, United-States, <=50K
<=37, Private,<=178356, 11th,<=10, Never-married, Other-service, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Bachelors,>10, Married-civ-spouse, Sales, Other-relative, White, Male,<=0,<=0,<=40, United-States, >50K
<=37, Self-emp-inc,<=178356, Some-college,<=10, Never-married, Adm-clerical, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, Bachelors,>10, Divorced, Prof-specialty, Unmarried, White, Female,<=0,>0,<=40, United-States, >50K
<=37, Private,>178356, 7th-8th,<=10, Divorced, Transport-moving, Not-in-family, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Bachelors,>10, Never-married, Prof-specialty, Not-in-family, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Assoc-acdm,>10, Never-married, Other-service, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Local-gov,>178356, 5th-6th,<=10, Divorced, Other-service, Not-in-family, White, Female,<=0,<=0,>40, ?, <=50K
>37, Private,>178356, Masters,>10, Married-civ-spouse, Exec-managerial, Husband, White, Male,>0,<=0,>40, United-States, >50K
>37, Private,>178356, Bachelors,>10, Divorced, Other-service, Not-in-family, Black, Female,<=0,<=0,>40, ?, <=50K
>37, Federal-gov,>178356, HS-grad,<=10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,<=0,<=0,>40, United-States, >50K
<=37, Private,<=178356, 10th,<=10, Never-married, Other-service, Own-child, White, Male,<=0,<=0,<=40, United-States, <=50K
>37, Private,>178356, 1st-4th,<=10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,<=0,<=0,<=40, Mexico, <=50K
<=37, Private,>178356, Bachelors,>10, Never-married, Exec-managerial, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Self-emp-inc,<=178356, Assoc-voc,>10, Divorced, Sales, Unmarried, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Self-emp-inc,>178356, HS-grad,<=10, Divorced, Exec-managerial, Not-in-family, White, Male,<=0,<=0,>40, United-States, >50K
<=37, Private,>178356, Assoc-acdm,>10, Never-married, Adm-clerical, Own-child, White, Female,<=0,>0,<=40, United-States, <=50K
>37, Local-gov,<=178356, Bachelors,>10, Divorced, Prof-specialty, Unmarried, White, Male,<=0,<=0,>40, United-States, <=50K
<=37, Private,>178356, Bachelors,>10, Divorced, Exec-managerial, Not-in-family, White, Male,<=0,>0,<=40, United-States, <=50K
<=37, Private,>178356, 9th,<=10, Never-married, Exec-managerial, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, ?,<=178356, HS-grad,<=10, Married-civ-spouse, ?, Wife, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, Bachelors,>10, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,>178356, Masters,>10, Divorced, Tech-support, Not-in-family, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Bachelors,>10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,<=0,<=0,>40, United-States, >50K
<=37, Private,<=178356, Bachelors,>10, Never-married, Exec-managerial, Own-child, White, Female,>0,<=0,<=40, United-States, <=50K
>37, ?,>178356, Assoc-acdm,>10, Married-spouse-absent, ?, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Self-emp-inc,<=178356, Bachelors,>10, Married-civ-spouse, Exec-managerial, Husband, White, Male,<=0,<=0,>40, United-States, >50K
<=37, Private,<=178356, HS-grad,<=10, Married-civ-spouse, Craft-repair, Husband, White, Male,<=0,<=0,>40, United-States, <=50K
<=37, Self-emp-not-inc,<=178356, Assoc-voc,>10, Married-civ-spouse, Farming-fishing, Husband, White, Male,>0,<=0,>40, United-States, <=50K
<=37, Private,<=178356, HS-grad,<=10, Married-civ-spouse, Sales, Wife, White, Female,<=0,<=0,>40, United-States, <=50K
<=37, Private,>178356, HS-grad,<=10, Divorced, Transport-moving, Not-in-family, White, Male,<=0,<=0,>40, United-States, <=50K
<=37, Private,>178356, Some-college,<=10, Never-married, Handlers-cleaners, Own-child, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, HS-grad,<=10, Never-married, Adm-clerical, Not-in-family, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Self-emp-inc,<=178356, HS-grad,<=10, Never-married, Craft-repair, Not-in-family, White, Male,<=0,<=0,>40, United-States, <=50K
>37, Private,<=178356, Assoc-voc,>10, Married-civ-spouse, Craft-repair, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Bachelors,>10, Married-civ-spouse, Sales, Husband, White, Male,<=0,<=0,<=40, Mexico, >50K
<=37, Private,>178356, HS-grad,<=10, Married-civ-spouse, Craft-repair, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
>37, ?,>178356, Bachelors,>10, Divorced, ?, Not-in-family, White, Female,<=0,<=0,>40, United-States, <=50K
<=37, Private,<=178356, Bachelors,>10, Married-civ-spouse, Prof-specialty, Wife, White, Female,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, HS-grad,<=10, Married-civ-spouse, Adm-clerical, Wife, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Local-gov,>178356, Some-college,<=10, Never-married, Sales, Own-child, White, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,<=178356, Assoc-acdm,>10, Never-married, Other-service, Own-child, Black, Female,<=0,<=0,<=40, United-States, <=50K
<=37, Private,>178356, Some-college,<=10, Never-married, Prof-specialty, Not-in-family, Black, Male,<=0,<=0,<=40, United-States, <=50K
>37, Private,<=178356, Some-college,<=10, Married-civ-spouse, Craft-repair, Husband, White, Male,<=0,<=0,<=40, United-States, <=50K
