workclass,education-num,marital-status,sex,hours-per-week,native-country,decision
 Private,13, Never-married, Female,40, United-States, <=50K
 Local-gov,16, Married-civ-spouse, Male,60, United-States, >50K
 Private,5, Never-married, Male,20, United-States, <=50K
 Private,11, Never-married, Male,40, United-States, <=50K
 Private,9, Never-married, Female,56, United-States, <=50K
 ?,10, Never-married, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,48, United-States, >50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Female,30, United-States, >50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, Columbia, <=50K
 Private,14, Married-civ-spouse, Male,50, United-States, <=50K
 Local-gov,4, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Never-worked,9, Married-civ-spouse, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,45, United-States, >50K
 Private,2, Married-civ-spouse, Male,40, Mexico, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,60, ?, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,6, Married-civ-spouse, Male,40, United-States, <=50K
 ?,10, Never-married, Male,40, United-States, <=50K
 Private,14, Divorced, Female,40, United-States, >50K
 Private,8, Married-spouse-absent, Male,35, Mexico, <=50K
 Private,10, Divorced, Male,40, Italy, <=50K
 Never-worked,10, Never-married, Male,4, United-States, <=50K
 Private,9, Married-civ-spouse, Male,48, United-States, <=50K
 Federal-gov,9, Never-married, Male,8, United-States, <=50K
 ?,10, Divorced, Female,5, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Widowed, Female,37, United-States, <=50K
 Private,9, Married-civ-spouse, Male,72, Mexico, <=50K
 State-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,10, Never-married, Female,43, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 State-gov,10, Divorced, Male,40, United-States, <=50K
 State-gov,10, Never-married, Female,37, United-States, <=50K
 Private,16, Married-civ-spouse, Male,45, United-States, >50K
 Private,13, Never-married, Male,40, Hong, <=50K
 Private,6, Divorced, Male,38, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,8, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Divorced, Female,45, United-States, <=50K
 Private,9, Married-civ-spouse, Male,72, Mexico, <=50K
 Self-emp-inc,10, Married-civ-spouse, Male,50, United-States, >50K
 Private,3, Married-spouse-absent, Male,40, Mexico, <=50K
 ?,7, Never-married, Female,25, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,13, Never-married, Male,55, Ireland, <=50K
 Local-gov,9, Divorced, Female,35, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,14, Widowed, Male,45, United-States, <=50K
 Self-emp-not-inc,13, Widowed, Male,8, Germany, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 ?,9, Widowed, Female,40, United-States, <=50K
 Private,13, Married-spouse-absent, Female,45, United-States, <=50K
 Private,8, Never-married, Male,12, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 State-gov,13, Married-civ-spouse, Female,20, United-States, >50K
 Private,13, Married-civ-spouse, Male,55, United-States, <=50K
 Private,7, Never-married, Female,40, United-States, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, <=50K
 Private,4, Married-spouse-absent, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, Portugal, <=50K
 Private,6, Divorced, Male,48, United-States, <=50K
 Private,11, Divorced, Female,40, United-States, <=50K
 Self-emp-not-inc,11, Married-civ-spouse, Male,20, United-States, <=50K
 Private,10, Never-married, Male,15, United-States, <=50K
 Private,10, Divorced, Female,55, United-States, <=50K
 Private,10, Married-civ-spouse, Male,42, United-States, >50K
 Private,1, Married-civ-spouse, Male,75, Dominican-Republic, <=50K
 State-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,14, Never-married, Female,45, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,11, Married-civ-spouse, Male,76, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Local-gov,4, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,9, Never-married, Male,50, United-States, <=50K
 Self-emp-not-inc,15, Never-married, Male,40, Philippines, >50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,60, Scotland, >50K
 Private,10, Married-civ-spouse, Male,60, United-States, >50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,11, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Divorced, Female,40, Japan, <=50K
 Private,9, Married-civ-spouse, Male,70, United-States, <=50K
 Private,9, Separated, Female,40, El-Salvador, <=50K
 Private,9, Never-married, Male,37, United-States, <=50K
 State-gov,10, Divorced, Female,40, United-States, <=50K
 Private,5, Married-civ-spouse, Male,42, United-States, <=50K
 Local-gov,9, Divorced, Female,40, United-States, <=50K
 Federal-gov,13, Never-married, Male,50, United-States, <=50K
 Private,10, Married-civ-spouse, Male,45, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Federal-gov,9, Married-civ-spouse, Female,40, United-States, >50K
 Private,10, Never-married, Female,20, United-States, <=50K
 Private,12, Separated, Female,32, United-States, <=50K
 Private,10, Married-civ-spouse, Male,47, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Separated, Male,81, United-States, <=50K
 Private,8, Never-married, Male,35, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,9, Divorced, Male,35, United-States, <=50K
 Private,9, Never-married, Male,50, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,9, Separated, Female,40, United-States, <=50K
 Private,9, Never-married, Male,30, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,10, Married-civ-spouse, Male,40, United-States, >50K
 Local-gov,4, Never-married, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,89, United-States, >50K
 Private,2, Married-civ-spouse, Male,40, Portugal, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Male,45, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Female,25, United-States, <=50K
 Private,9, Never-married, Male,48, United-States, <=50K
 Private,10, Divorced, Male,40, United-States, <=50K
 Private,3, Married-civ-spouse, Male,40, ?, <=50K
 Private,9, Divorced, Female,45, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,50, United-States, >50K
 Private,12, Married-civ-spouse, Male,50, United-States, >50K
 Private,10, Never-married, Female,56, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,55, United-States, >50K
 Private,13, Never-married, Female,50, United-States, <=50K
 Private,9, Married-civ-spouse, Female,35, United-States, <=50K
 Private,9, Divorced, Female,32, United-States, <=50K
 Private,7, Widowed, Female,30, United-States, <=50K
 Private,13, Married-civ-spouse, Male,45, United-States, <=50K
 Private,2, Married-civ-spouse, Female,35, Mexico, <=50K
 ?,9, Never-married, Male,40, United-States, <=50K
 Private,9, Divorced, Female,32, United-States, <=50K
 Federal-gov,13, Married-civ-spouse, Female,40, Philippines, <=50K
 Local-gov,16, Divorced, Female,45, United-States, >50K
 Self-emp-not-inc,4, Married-civ-spouse, Male,56, United-States, <=50K
 Private,4, Divorced, Female,48, United-States, <=50K
 Private,1, Divorced, Male,72, Mexico, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Never-married, Female,35, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,15, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Never-married, Male,49, United-States, <=50K
 Self-emp-not-inc,14, Married-civ-spouse, Male,20, United-States, >50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,10, Married-spouse-absent, Male,60, United-States, >50K
 Private,10, Married-civ-spouse, Male,45, United-States, >50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,9, Never-married, Female,20, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Widowed, Female,50, United-States, <=50K
 Private,9, Widowed, Female,38, United-States, <=50K
 Private,6, Never-married, Male,20, United-States, <=50K
 Private,4, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-inc,14, Married-civ-spouse, Male,50, ?, >50K
 Private,5, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Separated, Female,20, United-States, <=50K
 Private,10, Married-civ-spouse, Male,32, United-States, <=50K
 Private,10, Married-civ-spouse, Male,45, United-States, >50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,50, United-States, >50K
 Self-emp-not-inc,7, Married-spouse-absent, Male,30, Honduras, <=50K
 Private,14, Married-civ-spouse, Male,50, United-States, >50K
 Private,13, Married-civ-spouse, Male,45, United-States, >50K
 Private,13, Married-civ-spouse, Male,3, Poland, <=50K
 Private,9, Widowed, Female,32, United-States, <=50K
 Private,13, Never-married, Female,32, United-States, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,50, United-States, >50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-inc,13, Married-civ-spouse, Male,45, United-States, >50K
 Private,9, Widowed, Female,25, United-States, <=50K
 Private,15, Married-civ-spouse, Male,45, United-States, >50K
 Private,5, Married-civ-spouse, Male,48, United-States, <=50K
 Self-emp-not-inc,9, Never-married, Male,65, United-States, <=50K
 Self-emp-inc,16, Never-married, Female,99, ?, <=50K
 Private,16, Divorced, Female,50, United-States, <=50K
 Private,10, Divorced, Male,50, United-States, <=50K
 Private,14, Married-civ-spouse, Male,55, United-States, <=50K
 Federal-gov,14, Divorced, Female,40, United-States, <=50K
 Private,12, Married-civ-spouse, Male,52, United-States, >50K
 Private,9, Never-married, Male,45, United-States, <=50K
 Private,8, Married-civ-spouse, Male,84, United-States, <=50K
 ?,8, Divorced, Male,40, United-States, <=50K
 Private,12, Never-married, Male,40, United-States, <=50K
 State-gov,4, Married-civ-spouse, Female,40, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,11, Separated, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Female,25, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Female,35, United-States, <=50K
 Private,10, Married-civ-spouse, Male,60, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 ?,5, Divorced, Male,35, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Self-emp-not-inc,9, Divorced, Male,50, ?, <=50K
 Private,7, Divorced, Female,40, United-States, <=50K
 ?,9, Never-married, Male,3, United-States, <=50K
 Private,10, Never-married, Male,65, United-States, <=50K
 Private,7, Never-married, Male,20, United-States, <=50K
 Private,9, Never-married, Female,28, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,7, Divorced, Male,60, United-States, <=50K
 Private,5, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,14, Divorced, Female,50, United-States, >50K
 Private,6, Never-married, Male,40, United-States, <=50K
 Private,11, Married-civ-spouse, Male,55, United-States, >50K
 Private,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,6, Divorced, Female,38, Dominican-Republic, <=50K
 Private,9, Separated, Female,45, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, ?, >50K
 Local-gov,13, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,14, Married-civ-spouse, Female,22, United-States, >50K
 Private,11, Married-civ-spouse, Male,45, United-States, <=50K
 Federal-gov,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,11, Divorced, Female,24, United-States, <=50K
 Private,4, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,48, United-States, >50K
 Private,9, Never-married, Female,64, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Divorced, Male,55, United-States, <=50K
 Private,12, Never-married, Female,15, United-States, <=50K
 ?,11, Divorced, Female,1, ?, <=50K
 Private,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Female,40, United-States, <=50K
 Private,9, Separated, Female,35, United-States, <=50K
 ?,13, Married-civ-spouse, Female,55, United-States, >50K
 ?,13, Never-married, Female,99, United-States, <=50K
 Private,16, Married-civ-spouse, Male,60, United-States, >50K
 Private,13, Married-civ-spouse, Male,50, Japan, >50K
 Private,10, Divorced, Female,39, United-States, <=50K
 Private,8, Never-married, Male,35, United-States, <=50K
 Private,13, Never-married, Female,55, United-States, >50K
 Private,9, Never-married, Male,46, United-States, <=50K
 Private,13, Divorced, Female,45, United-States, >50K
 ?,16, Married-civ-spouse, Male,10, United-States, >50K
